,cuisine,ingredient,name
287,chinese,"['2 heads napa cabbage, finely chopped', '1 bunch cilantro, chopped', '2 pounds ground pork', '2 egg whites', '3 jalapeno peppers, minced', '1 (2 inch) piece ginger root, peeled and minced', '1 tablespoon sesame oil', 'salt and ground black pepper to taste', '3 (16 ounce) packages potsticker wrappers, or more as needed']",Taiwanese Dumplings
288,chinese,"['Seasoning:', '1 tablespoon Chinese rice wine', '1 tablespoon soy sauce paste', '1 tablespoon soy sauce', '1 teaspoon white sugar', '3 dashes ground white pepper', '1/2 pound ground pork', '1/3 cup Taiwanese pickled cucumbers with brine, chopped', '1 tablespoon vegetable oil', '2 small shallots, thinly sliced', '2 cloves garlic, minced', '1 teaspoon minced fresh ginger', '1/4 teaspoon ground star anise', '1 1/2 cups water', '1/4 teaspoon sesame oil', '2 green onions, chopped']",Taiwanese Ground Pork and Pickled Cucumbers
289,chinese,"['2 tablespoons honey', '2 tablespoons Shaoxing cooking wine', '1 tablespoon hoisin sauce', '1 tablespoon pureed kiwi', '1 tablespoon Chinese dark soy sauce', '1 tablespoon Thai chile sauce', '2 cloves garlic, grated', '2 teaspoons oyster sauce', '1/2 teaspoon Chinese five-spice powder', '1 1/2 pounds pork belly, skin removed']",Char Siu (Chinese Barbeque Pork)
290,chinese,"['2 pounds beef stew meat, cut into 1-inch cubes', 'water to cover', '3 tablespoons vegetable oil, or more as needed', '8 cups water, or more as needed', '1 (14 ounce) can beef broth', '1 cup soy sauce', '1/2 cup rice wine', '1 bunch green onions, cut into 2-inch pieces', '1/4 cup brown sugar', '10 cloves garlic, peeled, or more to taste', '4 small chile peppers, halved and seeded, or more to taste', '2 tablespoons chile paste', '1 (1 1/2 inch) piece fresh ginger, peeled and cut into 5 pieces', '3 star anise pods, or more to taste', '1 teaspoon Chinese five-spice powder', '4 small heads baby bok choy', '1 (10 ounce) package udon noodles', '1 tablespoon chopped pickled Chinese mustard greens, or to taste (optional)']",Taiwanese Spicy Beef Noodle Soup
291,chinese,"['Filling:', '3/4 cup chicken stock, or more if needed', '1 teaspoon agar-agar flakes', '1 piece fresh ginger root, peeled', '1 spring onion, sliced', '3/4 cup warm water', '9 ounces ground chicken', '2 tablespoons soy sauce', '2 teaspoons cooking wine', '1 teaspoon sesame oil', '1/2 teaspoon white sugar', '1/2 teaspoon freshly ground black pepper', 'Dough:', '1 3/4 cups all-purpose flour', '2/3 cup warm water', '1 tablespoon vegetable oil']",Chinese Chicken and Ginger Steamed Soup Dumplings
292,chinese,"['5 cups chicken stock', '5 cups water', '1 cup white rice', '1/4 cup apple cider vinegar', '2 tablespoons fish sauce', '1 tablespoon grated fresh ginger', '1 teaspoon salt', '1/4 teaspoon sesame oil', '2 (6 ounce) fillets lean white fish, sliced', '1/4 cup pickled Chinese vegetables', '1/4 cup sliced Chinese roast pork', '2 tablespoons chopped scallions', '2 tablespoons crushed peanuts', '1/2 teaspoon vinegar, or to taste', '1/2 teaspoon soy sauce, or to taste']",Congee
293,chinese,"['2 tablespoons small dried prawns', '1/4 cup rice vermicelli', '3 eggs', '1 pinch salt', '1 tablespoon vegetable oil', '2 bunches Chinese chives, finely chopped', '2 mushrooms, finely chopped', '1 tablespoon vegetable oil', '1/2 teaspoon salt', '1/4 teaspoon sesame oil', '1 pinch ground black pepper', '40 round wonton wrappers', '1 1/4 cups boiling water', '1 tablespoon vegetable oil, or as needed']",Pan-Fried Chinese Dumplings
294,chinese,"['3 quarts water', '1 1/2 cups medium-grain rice', '5 ounces white fish, cut into small chunks', '1 (3 inch) piece fresh ginger root, thinly sliced', '1 spring onion, sliced', '2 teaspoons chicken bouillon granules', '1/2 teaspoon ground black pepper', '3 tablespoons chopped fresh parsley', '1/2 teaspoon salt, or to taste']",Chinese Fish Congee
295,chinese,"['1 (2 inch) piece fresh ginger root, at room temperature', '1 cup whole milk', '2 1/2 teaspoons white sugar, or more to taste']",Ginger Milk Custard
296,chinese,"['1 3/4 ounces dried shiitake mushrooms', '1 ounce dried cloud ear mushrooms', '1/2 (12 ounce) package silken tofu, cut into 1/2-inch cubes', '1 (8 ounce) can bamboo shoots, cut into thin matchstick-size pieces', '2 teaspoons vinegar', '1 teaspoon ground white pepper', '10 fluid ounces chicken stock', '2 ounces cooked ham, thinly sliced', '1 teaspoon soy sauce', '1 teaspoon Shaoxing cooking wine', 'salt to taste', '2 teaspoons corn flour', '2 teaspoons water', '2 eggs, beaten', '1 teaspoon sesame oil']",Simple Hot and Sour Soup
297,chinese,"['1 pound pork neck bones', '10 cups water', '2 large potatoes, cut into chunks', '2 large tomatoes, quartered', '1 onion, quartered', '1 large carrot, sliced', '1 teaspoon white sugar', 'salt to taste']",Grandma's Chinese Vegetable Soup
298,chinese,"['1 teaspoon Szechuan peppercorns', '1 tablespoon peanut oil', '1 teaspoon minced garlic', '1/8 teaspoon ginger powder', '1/4 cup red wine vinegar', '3 tablespoons soy sauce', '1 green onion, chopped', '2 teaspoons hoisin sauce', '1/2 teaspoon sesame oil', '1/2 pound long green beans', '1 tablespoon sesame seeds']",Szechuan Green Beans
299,chinese,"['For the Chicken:', '1 whole chicken', '1 stalk spring onion (optional)', '3 cloves garlic, crushed, or to taste', '1 (1 inch) piece fresh ginger root (optional)', 'water to cover', 'salt to taste', 'For the Soy Sauce:', '5 tablespoons light soy sauce', '1 1/2 tablespoons white sugar, or to taste', '1 tablespoon garlic oil (optional)', '1 teaspoon sesame oil', 'For the Rice:', '3 cups uncooked rice, or more to taste', '3 cloves garlic, minced, or to taste', '1 (1 inch) piece ginger, crushed', 'salt to taste', 'For the Garlic Chile Dip:', '5 red chile peppers, seeded and chopped', '2 limes, juiced', '3 cloves garlic', '1 (1/2 inch) piece ginger', '1/4 teaspoon salt', '1 pinch white sugar, or to taste', 'Ginger Dip:', '2 limes, juiced', '3 cloves garlic', '1 (1 inch) piece young ginger', '1/8 teaspoon salt']",Must-Try Hainanese Chicken Rice
300,chinese,"['2 small dried cloud ear mushrooms', '1 1/2 cups water', '4 ounces pork fillet, thinly sliced', '4 ounces canned bamboo shoots, drained and chopped', '2 tablespoons white sugar', '2 tablespoons sake (Japanese rice wine)', '2 tablespoons soy sauce', '2 tablespoons black rice vinegar', '1 teaspoon chile paste', '3 eggs', '1 1/2 teaspoons sesame oil']",Pork and Bamboo Shoot Soup with Cloud Ear
301,chinese,"['1 (3 pound) whole chicken', 'salt to taste', 'water to cover', '1 onion, halved (skin on)', '8 cloves garlic, peeled', '1 (1 inch) piece fresh ginger, sliced', 'salt and ground white pepper to taste', 'Rice:', '3 cups long-grain white rice', '5 cloves garlic, sliced', '1 (1/2 inch) piece fresh ginger, sliced', '2 teaspoons oil', '5 pandan leaves, knotted', 'Dipping Sauces:', '3 fresh red chile peppers, halved and seeded', '1 lime, juiced, or as needed', '4 cloves garlic, peeled', '1 slice fresh ginger', 'Garnish:', '10 leaves lettuce, or as desired', '1 cucumber, peeled and sliced', '1 tomato, sliced', '1 tablespoon light soy sauce', '1 teaspoon sesame oil']",Hainanese Chicken Rice
302,chinese,"['1 pound broccoli florets, cut into bite-size pieces', '1 tablespoon olive oil', 'salt and ground black pepper to taste', '1 tablespoon chile oil', '1 tablespoon light soy sauce', '1 tablespoon Chinese black vinegar', '1 teaspoon white sugar (optional)']",Roasted Szechuan Broccoli
303,chinese,"['1/4 cup soy sauce', '2 tablespoons oyster sauce', '2 tablespoons rice wine', '1 tablespoon white sugar', '2 teaspoons ground white pepper', '1/4 cup water', '2 tablespoons cornstarch']",Kerri's Szechuan Sauce
304,chinese,"['1 egg', '2 spring onions, finely chopped', '5 slices fresh ginger', '1 teaspoon Shaoxing wine (Chinese rice wine)', '1 teaspoon soy sauce', '1 clove garlic, crushed', '1/2 teaspoon white sugar', '1/2 teaspoon salt', '1/2 teaspoon ground white pepper', '1 1/2 pounds skinless, boneless chicken breasts, cut into small pieces', '1 cup sweet potato starch', '3 tablespoons sweet potato starch', '1 quart vegetable oil for frying', '2 cups lettuce leaves', '1 tablespoon salt', '1 tablespoon ground white pepper']",Salt 'n Pepper Chicken
305,chinese,"['1/2 cup warm water', '1 teaspoon white sugar', '1 teaspoon yeast', '2 cups sifted all-purpose flour, divided', '1/2 cup hot water', '2 1/2 tablespoons vegetable oil, divided, or as needed', '1 teaspoon salt', '2 tablespoons all-purpose flour, or as needed', '1 cup finely chopped scallions']",Traditional Chinese Scallion Pancakes
306,chinese,"['1 pound purple sweet potatoes, peeled', '3 tablespoons lukewarm water, or more as needed', '1 cup glutinous rice flour', '1 tablespoon olive oil, or as needed']",Purple Sweet Potato Cakes
307,chinese,"['1 1/2 tablespoons vegetable oil', '2 spring onions, minced', '4 cloves garlic, minced, divided', '1 small head romaine lettuce, leaves separated', '2 teaspoons oyster sauce', '1 teaspoon salt']",Stir-Fried Lettuce with Garlic
308,chinese,"['5 dried red chile peppers', '5 teaspoons soy sauce', '1 spring onion, finely chopped', '1 tablespoon sesame oil', '2 teaspoons hot chile oil', '1 teaspoon soft dark brown sugar', '1 clove garlic, minced', '1/2 teaspoon Chinese black vinegar', '1/2 teaspoon toasted white sesame seeds', '2 cucumbers - peeled, seeded, and cut into 2-inch strips']",Sichuan Cucumber Salad
309,chinese,"['7 tablespoons vegetable oil', '1 3/4 pounds shell-on prawns, deveined and patted dry', '1/4 cup finely chopped spring onions', '1 (4 inch) piece fresh ginger, finely chopped', '2 tablespoons chicken stock', '2 tablespoons white sugar', '1 tablespoon rice wine', '2 teaspoons soy sauce', '1 teaspoon chicken bouillon granules, or to taste', '1/4 teaspoon salt']",Fried Prawns in Soy Sauce
310,chinese,"['3 pounds skinless pork belly', '1 tablespoon canola oil', '1/3 cup white sugar', '2 tablespoons white sugar', '4 cups water, or more if needed', '5 large green onions, diagonally cut into 2-inch pieces', '8 cloves garlic, smashed', '1/2 cup fino dry sherry', '1/2 cup reduced-sodium soy sauce', '2 tablespoons dark molasses', '8 whole star anise', '1 cucumber, thinly sliced', '1 green onion, thinly sliced']",Chinese Braised Pork Belly
311,chinese,"['For the Dough:', '2 cups bread flour', '1 1/2 teaspoons kosher salt', '3/4 cup very hot water', 'For the Oil Mixture:', '3 tablespoons vegetable oil', '2 teaspoons sesame oil', '1 tablespoon all-purpose flour', '1 teaspoon all-purpose flour', '1 bunch green onions, mostly green parts, thinly sliced', '1 1/2 tablespoons vegetable oil, or as needed']",Chef John's Chinese Scallion Pancakes
312,chinese,"['1 1/2 tablespoons rapeseed oil', '2 teaspoons minced garlic', '1 pound baby bok choy', '1 tablespoon light soy sauce', '1/2 teaspoon white sugar', 'salt and freshly ground black pepper', '1/4 cup water', '1/2 teaspoon sesame oil (optional)']",Quick Baby Bok Choy with Garlic
313,chinese,"['1/2 cup vegetable broth', '1 tablespoon maple syrup', '2 teaspoons reduced-sodium soy sauce', '1 teaspoon cornstarch', '1 tablespoon peanut oil', '1 cup shiitake mushrooms, sliced', '3 tablespoons fermented black beans, roughly chopped', '2 green onions, white parts only, chopped', '6 cloves garlic, minced', '1 tablespoon fresh ginger, minced', '1 teaspoon Sichuan peppercorns', '2 tablespoons chili bean paste (doubanjiang)', '1 (14 ounce) container silken tofu, cut into 1-inch cubes', '1 tablespoon chile oil', '1 tablespoon sesame oil', '3 tablespoons peanuts, chopped']",Vegan Mapo Tofu
314,chinese,"['1 pound yams, peeled and cubed', '2 cups white sugar', '2 tablespoons vegetable oil']",Chinese Yam Pudding
315,chinese,"['3/4 cup tapioca pearls', '1 (14 ounce) can coconut milk', '2 large papayas - halved lengthwise and seeded']",Coconut Tapioca in Papaya Bowl
316,chinese,"['2 tablespoons vegetable oil', '2 teaspoons finely shredded fresh ginger', '1 pound live razor clams', '1 1/2 tablespoons sa cha sauce', '1/2 cup water', '1 tablespoon thinly sliced red bell pepper', '2 green onions, cut into thin strips']",Razor Clam in Sha Cha Sauce
317,chinese,"['1 pound pork belly, sliced', '2 tablespoons vegetable oil', '1 (3 inch) cinnamon stick', '3 whole star anise', '1/4 cup light soy sauce', '1/4 cup Shaoxing rice wine', '3 tablespoons dark soy sauce', '3 tablespoons white sugar, or to taste', '10 cloves garlic, peeled', '1/4 cup water, or as needed']",Grandma's Hong Shau Rou (Red Braised Pork)
318,chinese,"['1 (2 pound) whole chicken', '1 tablespoon cornstarch', '1 tablespoon cold water', '6 tablespoons peanut oil', '1 1/2 tablespoons grated fresh ginger', '2 teaspoons finely chopped dried chile peppers', '3 tablespoons vinegar', '1 1/2 tablespoons rice wine', '20 Szechuan peppercorns, crushed', 'salt to taste', '2 spring onions, chopped, or more to taste', '1/8 teaspoon monosodium glutamate (MSG)', '2 teaspoons sesame oil']",Chinese Dong'an Chicken
319,chinese,"['Marinade:', '1 tablespoon cornstarch', '1 tablespoon water', '1 tablespoon soy sauce', '1 1/2 teaspoons white sugar', '1 teaspoon salt', '6 skinless, boneless chicken breast halves, sliced', '1 cup bean sprouts', '1/4 cup water', 'Sauce:', '2 teaspoons oyster sauce', '1 teaspoon white sugar', '1 tablespoon vegetable oil', '3 tablespoons black bean sauce with garlic', '1 tablespoon chopped garlic', '1 onion, finely sliced', '1/2 teaspoon salt', '1/2 bell pepper, chopped', '2 teaspoons cornstarch', '1 tablespoon water']",Chicken in Garlic and Black Bean Sauce
320,chinese,"['6 leaves stem lettuce (celtuce), cut into 1/2-inch pieces', '1 pinch salt', '2 teaspoons water', '1 teaspoon cornstarch', '1/2 pound lean pork, cut into 1/2-inch cubes', '1 teaspoon rice wine (sake)', '1/4 teaspoon salt', '2 tablespoons chicken stock', '2 teaspoons soy sauce', '1/2 teaspoon Chinese black vinegar', '1/2 teaspoon white sugar', '3 1/2 tablespoons vegetable oil', '1 tablespoon finely chopped pickled red chile peppers', '2 teaspoons chili bean sauce ((toban djan), such as Lee Kum Kee®)', '3 spring onions, diced', '2 cloves garlic, sliced', '1 (1/2 inch) piece fresh ginger, sliced']",Sichuan Pork Stir-Fry
321,chinese,"['4 quarts water', '1 (3 pound) whole chicken', '2 3/4 inch piece fresh ginger, divided', '1 green onion, white part only, crushed', '2 fresh red chile peppers, seeded and thinly sliced into 1 1/2-inch slivers', '6 dried red chile peppers (optional)', '1 teaspoon red pepper flakes', '1/2 cup lard', '4 teaspoons Shaoxing cooking wine', '1/4 cup rice vinegar', 'salt to taste', '1 tablespoon cornstarch', '1/4 cup cold water', '5 green onions, green parts cut into even slivers', '2 teaspoons sesame oil']",Dong'an Chicken
322,chinese,"['1 tablespoon vegetable oil', '2 large ripe tomatoes, quartered', '2 cups water, or more as needed', '2 eggs', '2 tablespoons minced green onion', '1/2 teaspoon sesame oil (optional)', '1 pinch white sugar, or to taste', 'salt to taste']",Chinese Tomato and Egg Soup
323,chinese,"['2 cups cake flour', ""2/3 cup confectioners' sugar"", '1/4 cup butter', '1/2 cup water', '2 cups cake flour', ""2 tablespoons confectioners' sugar"", '1/2 cup vegetable shortening', '1 cup candied waxgourd', '1/2 cup water', '1 1/2 cups sweet rice flour (mochiko)', '3/4 cup superfine sugar', '1/4 cup sesame seeds, toasted', '1/4 cup vegetable shortening', '2/3 cup water', '1 egg yolk, beaten']",Wife Pastry (Lo Po Bang)
324,chinese,"['1/2 cup white sugar', '5 tablespoons hot water', '1 egg', '2 cups cake flour', '2 tablespoons cake flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '2 tablespoons vegetable oil', '1/2 cup raw sesame seeds, or as needed', 'vegetable oil for deep frying']",Chinese Sesame Doughnuts
325,chinese,"['2 (8 ounce) packages thick rice noodles (he fun)', '1/2 pound raw shrimp, peeled and deveined', '1 tablespoon sesame oil', '1 teaspoon salt', '1 teaspoon ground white pepper', '1 (16 ounce) package wonton wrappers', '1 egg white, beaten', '2 (14 ounce) cans chicken broth', '2 cups water', '2 tablespoons chopped scallions']",Shrimp Wonton with Noodles 
326,chinese,"['10 dried black mushrooms', '1/4 cup dry soybeans', '10 chestnuts', '16 cups water', '2 cups long-grain rice', '2 tablespoons vegetable oil', '1 pound bok choy, cut into 1-inch pieces', '12 fresh water chestnuts', '10 red dates', '2 teaspoons salt', '1 (6 ounce) skinless, boneless chicken breast, diced']",La Pa Congee (Porridge)
327,chinese,"['1 1/2 pounds pork belly, cut into bite-size pieces', '1/4 cup vegetable oil', '3 tablespoons brown sugar', '1/4 cup dark soy sauce', '1/4 cup Shaoxing rice wine', '1/4 cup light soy sauce', '4 scallions, halved', '4 slices fresh ginger', '4 star anise pods', 'water to cover', '1/2 (8 ounce) package vegetarian chicken substitute, diced (optional)', '6 hard-boiled eggs, peeled (optional)']",Slow-Cooked Red Braised Pork Belly 
328,chinese,"['2 tablespoons chopped dried shrimp', 'Marinade:', '1 tablespoon cornstarch, or more as needed', '1 tablespoon water', '1 1/2 teaspoons white sugar', '1 1/2 teaspoons light soy sauce', '1 teaspoon salt', '12 ounces ground pork', '1 teaspoon peanut oil (groundnut oil)', 'salt as needed', '2 bitter melon, cut into thick rings and cores removed', 'cornstarch as needed', '1 tablespoon peanut oil (groundnut oil)', 'Sauce:', '1/2 cup water', '1 tablespoon oyster sauce', '1 teaspoon white sugar', '1 tablespoon peanut oil (groundnut oil)', '3 tablespoons black bean-garlic sauce', '1 tablespoon chopped red pepper', '1 tablespoon minced garlic', '1 tablespoon cornstarch', '1 tablespoon water']",Pork Stuffed Bitter Melon
329,chinese,"['3 tablespoons shrimp paste', '2 tablespoons fish sauce', '2 tablespoons black soy sauce', '1 tablespoon white sugar', '1 1/2 pounds pork spareribs, cut into 1-inch pieces', '1 tablespoon cornstarch', '1 tablespoon peanut oil (groundnut oil)', '1 tablespoon water']",Steamed Pork Spare Ribs
330,chinese,"['3 tablespoons Chinese five-spice powder', '3 tablespoons white sesame seeds', '2 tablespoons white sugar', '1 tablespoon ground white pepper', '1 tablespoon salt', '1 tablespoon ground ginger', '1 tablespoon garlic powder', '1 1/2 teaspoons Sichuan pepper powder', '1 1/2 teaspoons ground anise seed', '1 1/2 teaspoons ground black pepper', '3/4 teaspoon red pepper flakes']",Ahi Tuna Spice Rub
331,chinese,"['1 teaspoon sesame oil', '2 teaspoons doubanjiang (soy bean paste)', '1 tablespoon minced shallots', '1 clove garlic, pressed', '1 1/2 teaspoons grated fresh ginger', '6 ounces ground pork', '1/4 cup soy sauce', '2 tablespoons tahini (sesame seed paste)', '1 tablespoon sake', '1 tablespoon miso paste', '1 teaspoon tianmianjiang (sweet bean paste)', '4 cups chicken stock', '2 teaspoons rice vinegar', '1 teaspoon rayu (chile oil)', '1/2 cup fresh spinach, or to taste (optional)', '2 cups ramen noodles, or to taste', '3 green onions, thinly sliced', '1 red Thai chile pepper, sliced']",Spicy Tan Tan Soup (Tantanmen  or Dan Dan Noodles)
332,chinese,"['1/4 cup dried small red beans (adzuki beans)', 'water to cover', '1/4 cup barley', '1/2 cup glutinous sweet rice', '1/4 cup dried mung bean', '1/4 cup oats', '1/4 cup millet', '1/4 cup dried small pearl tapioca', '1/2 cup brown sugar, or more to taste', '1/4 cup raisins']",Eight Treasure Porridge Dessert
333,chinese,"['5 dried Chinese black mushrooms', '1/2 (8 ounce) package dried rice vermicelli, or to taste, broken into 1-inch pieces', '1 tablespoon vegetable oil, or as needed, divided', '2 pounds Chinese roasted Peking duck meat, chopped into cubes, or more to taste', 'vegetable oil for frying', 'salt and ground black pepper to taste', '5 leaves lettuce, halved lengthwise, or more as needed', '1/4 cup hoisin sauce']",Lettuce-Wrapped Appetizers
334,chinese,"['Batter:', '1 cup all-purpose flour', '2 teaspoons baking powder', '1 pinch salt', '1 teaspoon sesame oil', '1/2 cup water, or more if needed', 'vegetable oil for frying', 'Chicken:', '5 tablespoons cornstarch', '1 pinch ground white pepper', '4 boneless skinless chicken breasts, cubed']",Easy Fried Chinese Chicken Balls 
335,chinese,"['1 pound lamb shoulder, cut into 1/2-inch pieces', '10 skewers', '2 tablespoons ground cumin', '2 tablespoons red pepper flakes', '1 tablespoon salt']",Spicy Chinese Cumin Lamb Skewers
336,chinese,"['1 tablespoon egg white', '1/4 teaspoon salt', '8 ounces uncooked medium shrimp, peeled and deveined', '1/4 cup water', '1/4 cup white sugar', '1/2 cup walnut halves', '3 tablespoons mayonnaise', '1/2 tablespoon honey', '1/2 tablespoon sweetened condensed milk', '1 teaspoon lemon juice', '1/3 cup cornstarch', 'vegetable oil for frying']",Chinese Honey-Walnut Shrimp 
337,chinese,"['Eggplant Burgers:', '1 pound Japanese eggplant, cut into 1-inch-thick rounds', '1/2 pound ground pork', '2 tablespoons tamari sauce', '2 green onions, minced', '1 tablespoon minced fresh ginger root', '1 teaspoon salt', '1 pinch ground black pepper', 'Dipping Sauce:', '1/4 cup tamari sauce', '4 cloves garlic, minced', '1 teaspoon sesame oil', '1/2 teaspoon apple cider vinegar']",Keto Eggplant Burgers Recipe (Chinese Qiezi He)
338,chinese,"['1 1/2 pounds boneless chicken thighs, cut into bite-size pieces', '1 tablespoon soy sauce', '1/2 teaspoon rice vinegar', '2 cloves garlic, finely chopped', '2 teaspoons grated ginger', '1 teaspoon Chinese five-spice powder', '1 teaspoon ground white pepper', '1 teaspoon salt', '1/2 teaspoon cayenne pepper', '1 egg', '1 cup tempura batter mix, or as needed', 'peanut oil for frying', 'Garnish:', '1 bunch Thai basil, chopped', '2 green onions, chopped', '1 pinch ground white pepper', '1 pinch salt']",Popcorn Chicken (Taiwanese)
339,chinese,"['3 1/2 tablespoons all-purpose flour', '1 apple - peeled, cored, and cut into chunks', '3/4 cup cornstarch', '1 tablespoon water, divided', '1 egg, beaten', 'oil for frying', '3/4 cup white sugar', '3 tablespoons vegetable oil', '1/2 teaspoon toasted sesame seeds']",Chinese Toffee Apple Fritters
340,chinese,"['2 cups all-purpose flour', '1 cup boiling water', '1 1/2 teaspoons dark sesame oil']",Mandarin Pancakes
341,chinese,"['Noodles:', '1 (12 ounce) package dried rice noodles', 'boiling water to cover', 'Sauce:', '1 cup water', '1 tablespoon chicken bouillon granules', '1 tablespoon soy sauce', 'Vegetables:', '1 tablespoon olive oil', '4 ounces Japanese white mushrooms, stemmed and sliced', '4 ounces baby cabbage, shredded', '4 ounces pickled Chinese mustard greens, chopped', '1/4 head lettuce, shredded', '1 large Japanese cucumber, sliced']",Hong Kong-Style Five Vegetable Fried Rice Noodle (Ng So Chao Mai Sin)
342,chinese,"['2 cups all-purpose flour', '1 cup boiling water', '16 teaspoons canola oil, divided', '1 teaspoon salt, divided', '1 bunch green onions, chopped', '1/4 cup canola oil, divided']",Chinese Green Onion Pancake
343,chinese,"['3 cups all-purpose flour', '1 cup hot water', '1/2 cup cold water', '1 cup chopped scallions, or to taste', 'salt and ground black pepper to taste', '1/4 cup butter, softened', '1 1/2 teaspoons vegetable oil, or as needed']",Green Onion Pancake
344,chinese,"['1/4 cup vegetable oil', '9 ounces skinless pork belly, thinly sliced', '1 small hot chile pepper, cut into 1/2-inch pieces', '2 cloves garlic, thinly sliced, or more to taste', '1 (1 inch) piece fresh ginger, peeled and thinly sliced', '5 ounces Chinese celery, leaves discarded and celery chopped into 1-inch pieces', '2 teaspoons rice wine', '1 1/2 teaspoons soy sauce', '1/4 teaspoon salt', '1/4 teaspoon ground white pepper', '1/4 teaspoon monosodium glutamate (MSG)']",Pork and Celery Stir-Fry
345,chinese,"['1 tablespoon red chile flakes', '1 tablespoon hot water', '1/4 cup soybean oil', '1 1/2 teaspoons Sichuan peppercorns', '1 large clove garlic, sliced thin', '1/4 pound ground pork', '2 1/2 tablespoons doubanjiang (spicy broad bean paste)', '1 (15 ounce) container soft tofu, drained and cubed', '1/4 cup water', '3 green onions, sliced']",Mapo Doufu
346,chinese,"['1 tablespoon Szechuan peppercorns, or to taste', '3 tablespoons peanut oil', '1/2 pound ground pork', '3 tablespoons chili bean sauce', '4 teaspoons Chinese black bean and garlic sauce', '1 tablespoon sliced dried Szechuan red chiles, or to taste', '1 cup chicken stock', '1 (14 ounce) container firm tofu, cut into 1/2-inch cubes', '2 teaspoons soy sauce', '2 pinches white sugar, or to taste', '2 teaspoons cornstarch', '1/4 cup chopped green onions']",Extra Tasty Mapo Doufu
347,chinese,"['1 pound ground beef', '2 beef bouillon cubes', '1 cup boiling water', '4 teaspoons white sugar', '4 cloves garlic, minced', '1 teaspoon Chinese brown gravy sauce', '1 teaspoon soy sauce', '3 eggs, beaten', '2 teaspoons cornstarch']",Mock Lobster Sauce
348,chinese,"['2 teaspoons salt, divided', '1 whole chicken', '5 cloves garlic, crushed', '20 slices fresh ginger, divided', '2 spring onions, cut into 2-inch pieces', '3 tablespoons sesame oil, divided', '2 3/4 cups white rice', '2 pandan leaves']",Homemade Hainanese Chicken Rice
349,chinese,"['11 ounces skin-on, boneless pork belly', '1 (3/4 inch thick) slice fresh ginger, lightly smashed', '1/4 teaspoon Sichuan peppercorns', '1 1/2 tablespoons chile bean sauce (toban djan)', '2 teaspoons sweet bean paste', '1/4 teaspoon white sugar', '3 tablespoons vegetable oil, divided', '1 green bell pepper, seeded and chopped into 3/4-inch pieces', '1/4 teaspoon salt']",Twice-Cooked Chile Pork
350,chinese,"['1 tablespoon vegetable oil, divided', '1 pinch salt', '1 pinch white sugar', '1 pound choy sum', '1/2 teaspoon minced garlic', '3 tablespoons water, divided, or as needed', '1 tablespoon oyster sauce', '1 teaspoon Shaoxing wine', '1/2 teaspoon soy sauce', '1/4 teaspoon white sugar', '1/8 teaspoon monosodium glutamate (MSG)', '1 teaspoon cornstarch, or more to taste']",Choy Sum with Oyster Sauce
351,chinese,"['8 ounces pork loin', '1 teaspoon rice wine', '2/3 teaspoon salt, divided', '1 pinch monosodium glutamate (MSG)', '1/2 cup chicken stock', '1/4 cup cornstarch, divided', '2 1/2 tablespoons white sugar', '2 tablespoons vinegar', '2/3 teaspoon soy sauce', '2 eggs', '1 1/4 cups vegetable oil for frying', '3 cloves garlic, minced', '1 (3/4 inch thick) slice ginger, minced', '4 spring onions, finely chopped']",Authentic Sweet and Sour Pork
352,chinese,"['1 1/4 cups all-purpose flour', '9 tablespoons margarine, divided', '5 tablespoons water', ""2 tablespoons confectioners' sugar"", '1 cup cake flour', '1 cup Chinese barbeque sauce', '5 1/4 ounces Chinese barbeque pork, diced', '2 egg yolks, beaten', '2 tablespoons sesame seeds']",Char Siu So (Chinese Barbeque Pork Pastries)
353,chinese,"['2 slices fresh ginger, minced', '1 cup whole milk', '1 tablespoon white sugar']",Ginger Milk Curd
354,chinese,"['3 cups whole milk', '2 egg whites', '3 tablespoons white sugar']",Double Skinned Milk
355,chinese,"['1 2/3 cups glutinous rice', '2 cups water', '2 tablespoons white sugar', '1 tablespoon butter', '5 dates', '3/4 cup red bean paste', '3 tablespoons toasted walnuts, finely chopped', '1/2 teaspoon vegetable oil', '1 pineapple ring', '1 tablespoon toasted pumpkin seeds, finely chopped', '1 tablespoon roasted peanuts, finely chopped', '10 canned mandarin orange segments']",Eight Treasure Rice Pudding
356,chinese,"['1 cup uncooked white rice', '5 dried shiitake mushrooms', '8 cups water, divided, or as needed', '1 leftover turkey carcass', '1 teaspoon soy sauce, or more to taste', '1 cup boiling water', '4 cloves garlic, peeled', '1 piece Chinese salted turnip', '2 slices fresh ginger root', '16 ounces flat dried bean curd', '1 pinch salt and ground black pepper to taste', '1/4 cup shelled raw peanuts']",Chinese Porridge (Congee or Jook)
